관리번호,횡단보도폭,횡단보도길이,관할지역,위도,경도,보도턱낮춤여부,점자블록유무
2024120903,5.63,5.7,비산1동,37.40344639,126.9324684,,
2024120904,6.38,8.32,비산1동,37.40353793,126.9325236,,
2024120905,5.93,12.11,비산1동,37.40346502,126.9328396,,
2024120906,10.39,14.47,비산1동,37.40365821,126.9327849,,
2024120907,4.69,5.07,비산1동,37.40398569,126.932795,,
2024120908,8.26,14.49,비산1동,37.4045653,126.9334427,,
2024120909,6.23,8.53,비산1동,37.4018861,126.932023,,
2024120910,5.28,5.29,비산1동,37.40136935,126.9308817,,
2024120911,6.96,14.81,비산1동,37.40054202,126.9307538,,
2024120912,3.29,6.62,비산1동,37.40031913,126.9311852,,
2024120913,5.09,13.97,비산1동,37.40014837,126.9325104,,
2024120914,13.36,16.72,비산1동,37.40024172,126.9324211,,
2024120915,7.58,8.42,비산1동,37.40472893,126.9334125,,
2024120916,5.56,11.04,비산1동,37.40167805,126.9303081,,
2024120917,5.07,12.32,비산1동,37.40052513,126.9327959,,
2024120918,8.9,12.72,비산1동,37.40044153,126.930897,,
2024120919,9.22,12.77,안양1동,37.40142443,126.9263221,,
2024120920,7.58,9.59,안양1동,37.40155913,126.9263295,,
2024120921,14.63,17.56,안양2동,37.40234265,126.9271349,,
2024120922,4.84,5.05,비산1동,37.40181752,126.9276973,,
2024120923,12.6,15.03,비산1동,37.40170872,126.9278163,,
2024120924,8.26,8.86,비산1동,37.40064127,126.9290929,,
2024120925,8.11,8.48,안양1동,37.4021771,126.9254636,,
2024120926,11.44,11.66,안양1동,37.40230074,126.9254331,,
2024120927,19.37,20.61,비산1동,37.40141004,126.9283987,,
2024120928,7.55,9.5,안양1동,37.40100772,126.9252536,,
2024120929,7.49,9.39,안양1동,37.40097375,126.9253793,,
2024120930,7.21,8.49,안양1동,37.40108103,126.9254297,,
2024120931,10.23,10.68,안양1동,37.40073688,126.9272661,,
2024120932,3.84,9.55,안양1동,37.40001914,126.928127,,
2024120933,9.5,9.69,안양1동,37.4013155,126.9265999,,
2024120934,8.85,9.02,안양1동,37.40079419,126.9270666,,
2024120935,10.53,10.92,안양1동,37.40029869,126.9277726,,
2024120936,4.95,5.97,비산1동,37.40186978,126.9292226,,
2024120937,9.19,14.63,비산1동,37.4017341,126.9292385,,
2024120938,7.82,7.9,비산1동,37.40157915,126.9287851,,
2024120939,19.76,19.83,비산1동,37.40175692,126.9285526,,
2024120940,19.76,19.86,호계2동,37.38748481,126.9461433,,
2024120941,6.19,6.56,호계2동,37.38763638,126.9461033,,
2024120942,5.02,6.52,호계2동,37.38933179,126.9452128,,
2024120943,6.42,6.5,호계2동,37.38684392,126.9451495,,
2024120944,18.8,19.01,호계2동,37.38668989,126.945173,,
2024120945,6.65,6.66,호계2동,37.38666552,126.9453608,,
2024120946,5.48,6.29,호계2동,37.38897704,126.9475803,,
2024120947,16.73,16.87,범계동,37.38982904,126.9494583,,
2024120948,4.38,4.38,범계동,37.38959752,126.9499525,,
2024120949,9.36,9.47,호계2동,37.38977191,126.943454,,
2024120950,7.35,7.39,호계2동,37.38657302,126.9448242,,
2024120951,4.86,9.36,호계2동,37.38982313,126.9417517,,
2024120952,5.99,6.14,호계2동,37.38596592,126.9444928,,
2024120953,16.19,17.43,호계2동,37.3852202,126.9435895,,
2024120954,19.18,19.84,호계2동,37.3852332,126.9433754,,
2024120955,12.78,14.69,호계2동,37.38542834,126.9433702,,
2024120956,4.45,6.4,호계2동,37.38970969,126.9424879,,
2024120957,5.59,9.13,호계2동,37.38992989,126.9418677,,
2024120958,5.81,10.14,호계2동,37.38970247,126.9418255,,
2024120959,5.46,8.31,호계2동,37.38977538,126.9419421,,
2024120960,9.36,15.26,호계2동,37.38701013,126.9415319,,
2024120961,7.13,7.27,호계2동,37.38665602,126.9415895,,
2024120962,5.84,6.04,호계2동,37.38670099,126.9416495,,
2024120963,10.92,12.07,호계2동,37.38674776,126.9417402,,
2024120964,5.49,6.59,호계2동,37.3868912,126.9414527,,
2024120965,3.25,5.41,안양7동,37.38673049,126.940592,,
2024120966,5.46,7.16,안양7동,37.38680397,126.9406249,,
2024120967,5.61,6.48,안양7동,37.38658374,126.9407053,,
2024120968,3.22,5.38,안양7동,37.38664342,126.9406204,,
2024120969,7.73,9.48,안양7동,37.38982356,126.9409336,,
2024120970,5.57,7.16,안양7동,37.38798762,126.9404057,,
2024120971,7.21,7.29,안양7동,37.38996506,126.9407729,,
2024120972,3.37,8.96,호계2동,37.38930434,126.9431731,,
2024120973,20.86,20.91,호계2동,37.38543913,126.9436067,,
2024120974,6.35,11.95,안양7동,37.38871043,126.935821,,
2024120975,4.68,7.3,안양7동,37.38759584,126.9381375,,
2024120976,7.85,17.87,안양7동,37.38621651,126.9385558,,
2024120977,8.7,14.72,부림동,37.39326202,126.9637979,,
2024120978,4.59,5.66,부림동,37.39285874,126.9626284,,
2024120979,4.81,5.97,부림동,37.39315356,126.9634813,,
2024120980,5.99,8.38,부림동,37.39341418,126.964234,,
2024120981,13.53,17.34,부림동,37.39285282,126.962895,,
2024120982,6.47,9.92,부림동,37.3924124,126.9603578,,
2024120983,6.64,7.91,부림동,37.39197206,126.9600572,,
2024120984,13.3,18.63,평안동,37.39202232,126.9605481,,
2024120985,6.33,12.07,평안동,37.39236159,126.9617212,,
2024120986,8.52,12.71,부림동,37.39247585,126.9618395,,
2024120987,8.26,13.55,평안동,37.39245966,126.9621236,,
2024120988,14.91,24.21,부림동,37.39221036,126.9606489,,
2024120989,12.71,18.7,부림동,37.39215939,126.960902,,
2024120990,8.55,8.6,명학동,37.38328289,126.9346679,,
2024120991,3.56,4.63,명학동,37.38305727,126.9320396,,
2024120992,8.68,9.81,명학동,37.38290917,126.9314619,,
2024120993,6.16,9.23,명학동,37.38082352,126.9347289,,
2024120994,7.87,9.94,명학동,37.38126223,126.9275707,,
2024120995,6.59,7.34,명학동,37.38145358,126.9288818,,
2024120996,3.15,4.48,명학동,37.381521,126.9284781,,
2024120997,4.13,4.35,안양6동,37.38497252,126.9277404,,
2024120998,5.64,6.49,명학동,37.38287649,126.9291553,,
2024120999,3.97,5.26,안양6동,37.38416347,126.9281053,,
2024121000,4.24,5.28,명학동,37.38433173,126.9296207,,
2024121001,3.92,4.52,명학동,37.38393568,126.9288734,,
2024121002,8.57,9.99,명학동,37.38200667,126.9299093,,
2024121003,7.43,8.61,명학동,37.38203077,126.92979,,
2024121004,4.71,5.75,명학동,37.38177449,126.9293048,,
2024121005,8.66,8.81,명학동,37.3827756,126.9291638,,
2024121006,6.83,7.93,명학동,37.38170475,126.9293945,,
2024121007,7.17,7.59,명학동,37.38171282,126.9292848,,
2024121008,4.93,5.64,안양6동,37.38422768,126.9291669,,
2024121009,8.9,11.09,안양6동,37.38377201,126.928425,,
2024121010,8.52,9.73,명학동,37.38366927,126.9284235,,
2024121011,6.82,7.49,명학동,37.38194981,126.9297589,,
2024121012,5.31,7.04,안양6동,37.38490159,126.9208548,,
2024121013,2.48,10.46,안양6동,37.38482327,126.9217749,,
2024121014,4.46,7.89,안양6동,37.38476262,126.9219374,,
2024121015,4.95,4.97,병목안동,37.38090032,126.9062301,,
2024121016,5.25,6.99,안양7동,37.38884151,126.9364586,,
2024121017,5.57,6.74,안양7동,37.38904912,126.9368058,,
2024121018,5.32,7.72,안양7동,37.38912156,126.9356739,,
2024121019,3.69,5.43,안양7동,37.38564236,126.9359002,,
2024121020,6.52,7.04,안양6동,37.38987912,126.9305245,,
2024121021,3.27,3.72,안양6동,37.38964129,126.9326713,,
2024121022,9.05,10.92,안양6동,37.38612962,126.9321786,,
2024121023,4,5.44,안양6동,37.38824294,126.933681,,
2024121024,3.69,5.26,안양7동,37.38945638,126.9345091,,
2024121025,4.27,6.32,안양6동,37.3889937,126.933338,,
2024121026,3.38,6.26,안양6동,37.3859503,126.93455,,
2024121027,7.69,8.67,안양6동,37.38629699,126.9332041,,
2024121028,7.98,8.7,안양7동,37.38949914,126.9344261,,
2024121029,3.21,3.26,안양6동,37.3850426,126.934076,,
2024121030,6.18,6.6,안양6동,37.38530247,126.9347931,,
2024121031,7.43,18.98,안양6동,37.38679677,126.9342363,,
2024121032,9.24,12.95,안양6동,37.38816535,126.9338182,,
2024121033,11.58,13.15,안양6동,37.389825,126.9328783,,
2024121034,6.41,7.4,안양6동,37.38973641,126.930272,,
2024121035,7,9.48,안양6동,37.38973859,126.9305163,,
2024121036,10.99,12.78,안양6동,37.38904232,126.9313559,,
2024121037,4.52,4.71,안양6동,37.38682021,126.9315815,,
2024121038,13.5,16.71,안양6동,37.388484,126.9302633,,
2024121039,17.11,21.7,명학동,37.38565279,126.9323699,,
2024121040,9.54,9.76,안양6동,37.38590352,126.932466,,
2024121041,8.09,10.58,안양6동,37.38759082,126.9264876,,
2024121042,5.39,5.89,안양6동,37.38768651,126.9260944,,
2024121043,6.32,9.07,안양6동,37.38658351,126.926758,,
2024121044,5.18,7.46,안양6동,37.38571279,126.9271447,,
2024121045,5.25,7.7,안양6동,37.38547752,126.9274334,,
2024121046,8.02,12.99,안양6동,37.38742797,126.9268388,,
2024121047,10.24,12.42,안양6동,37.38772646,126.9287644,,
2024121048,9.02,10.88,안양6동,37.38734139,126.9280175,,
2024121049,9.19,13.09,안양6동,37.38724749,126.9266157,,
2024121050,8.9,12.35,안양6동,37.38621296,126.9270283,,
2024121051,8.56,13.15,안양6동,37.38828876,126.9242891,,
2024121052,9.16,13.2,안양6동,37.38819078,126.9241327,,
2024121053,8.55,10.27,안양6동,37.38815665,126.9243532,,
2024121054,4.42,6.65,안양6동,37.38837168,126.9244489,,
2024121055,5.52,9.56,안양6동,37.38644492,126.922136,,
2024121056,6.43,10.84,안양6동,37.38849717,126.9231596,,
2024121057,5.88,6.15,안양6동,37.38841169,126.9229451,,
2024121058,4.3,8.18,안양6동,37.38695019,126.923485,,
2024121059,4.97,5.05,안양6동,37.38791801,126.922711,,
2024121060,7.3,8.88,안양6동,37.38752476,126.9236938,,
2024121061,6.82,10.85,안양6동,37.38829217,126.923605,,
2024121062,8.1,8.53,안양6동,37.38805889,126.924211,,
2024121064,12.56,13.82,안양6동,37.38884456,126.9245819,,
2024121065,5.06,6.41,안양2동,37.40358024,126.9217402,,
2024121066,7.01,8.67,안양2동,37.40485689,126.9217336,,
2024121067,8.95,9.64,안양2동,37.40445178,126.9224434,,
2024121068,9.4,9.55,안양2동,37.40420305,126.9228663,,
2024121069,3.23,5.16,안양1동,37.40223989,126.9212537,,
2024121070,3.81,4.35,안양2동,37.40290411,126.9209384,,
2024121071,7,8.42,안양2동,37.40312919,126.9207399,,
2024121072,7.96,11.1,안양1동,37.40180602,126.921626,,
2024121073,28.71,38.56,안양2동,37.40298906,126.920632,,
2024121074,8.92,10.29,안양2동,37.40393885,126.9218666,,
2024121075,2.47,6.02,안양3동,37.40264681,126.9170558,,
2024121076,8.38,10.74,안양2동,37.40450026,126.9193647,,
2024121077,11.48,12.48,안양2동,37.40463907,126.9193673,,
2024121078,4.66,6.45,안양2동,37.40481836,126.9193451,,
2024121079,11.41,12.82,안양2동,37.40367718,126.9198904,,
2024121080,7.18,7.92,안양2동,37.40440046,126.9169688,,
2024121081,16.52,22.09,안양2동,37.40425166,126.9168894,,
2024121082,18.86,24.48,안양2동,37.40269271,126.9182125,,
2024121083,12.8,14.97,안양2동,37.40285273,126.9182988,,
2024121084,6.19,7.2,안양2동,37.40359366,126.9176454,,
2024121085,18.63,18.88,안양2동,37.40277177,126.9178808,,
2024121086,7.83,8.87,안양3동,37.40221254,126.9183769,,
2024121087,17.34,22.79,안양2동,37.40297307,126.9179384,,
2024121088,2.98,7.25,안양2동,37.40277272,126.9157756,,
2024121089,7.27,7.92,석수1동,37.4192624,126.9176533,,
2024121090,6.06,7.58,석수1동,37.41911563,126.9189471,,
2024121091,8.55,8.59,관양동,37.41132232,126.9691808,,
2024121092,3.19,7.1,관양동,37.41133786,126.9690881,,
2024121093,3.25,7.15,관양동,37.41138312,126.9690293,,
2024121094,3.35,7.04,관양동,37.41143044,126.9690856,,
2024121095,7.06,7.67,관양동,37.41079117,126.9682054,,
2024121096,9.79,10.03,관양동,37.41145696,126.9690147,,
2024121097,12.31,12.44,관양동,37.41130507,126.9689838,,
2024121098,6.01,9.61,비산3동,37.41027446,126.9505378,,
2024121099,6.57,16.62,비산3동,37.41288297,126.9517539,,
2024121100,6.75,13.67,비산3동,37.41281467,126.9516344,,
2024121101,10.41,14.24,비산3동,37.41035532,126.9506829,,
2024121102,10.33,10.36,석수2동,37.41817288,126.8908261,,
2024121103,14.12,14.92,석수2동,37.41854622,126.8925368,,
2024121104,9.92,12.04,석수2동,37.41899378,126.8912468,,
2024121105,17.23,20.93,석수2동,37.41985239,126.8945564,,
2024121106,2.39,6.03,석수2동,37.41999066,126.8856544,,
2024121107,7.74,11.12,석수2동,37.41886368,126.8870876,,
2024121108,11.96,17.22,석수2동,37.419494,126.8875082,,
2024121109,6.9,13.99,석수2동,37.41997806,126.8863398,,
2024121110,13.25,16.77,박달동,37.41604417,126.8861667,,
2024121111,7.75,8.77,박달동,37.41757795,126.88858,,
2024121112,7.15,12.71,석수2동,37.41963604,126.8867843,,
2024121113,16.23,22.85,석수2동,37.41897737,126.8874221,,
2024121114,19.46,31.17,석수2동,37.41867646,126.8872186,,
2024121115,13.52,15.75,석수2동,37.41875285,126.8875382,,
2024121116,15.77,21.43,박달동,37.41565939,126.8857312,,
2024121117,7.92,9.36,박달동,37.41531401,126.8851989,,
2024121118,9.08,9.79,박달동,37.41527921,126.8853017,,
2024121119,7.95,9.56,박달동,37.41702609,126.8861302,,
2024121120,8.94,9.72,박달동,37.41699097,126.8862351,,
2024121121,12.35,14.27,박달동,37.41571574,126.8876511,,
2024121122,13.03,15.8,박달동,37.41561538,126.8874248,,
2024121123,12.64,15.37,박달동,37.41543214,126.8874939,,
2024121124,11.91,16.69,박달동,37.41579663,126.8869417,,
2024121125,14.01,18.3,석수2동,37.41808898,126.8890466,,
2024121126,0,0,경기도 안양시,37.38236782,126.9719688,기타,기타
2024121127,0,0,경기도 안양시,37.39267211,126.9794631,기타,기타
2024121128,0,0,경기도 안양시,37.37562157,126.966626,기타,기타
2024121129,0,0,경기도 안양시,37.39388878,126.9799593,기타,기타
2024121130,0,0,경기도 안양시,37.36468453,126.959154,기타,기타
2024121131,0,0,경기도 안양시,37.38393101,126.9719886,기타,기타
2024121132,0,0,경기도 안양시,37.38413712,126.9708653,기타,기타
2024121133,0,0,경기도 안양시,37.37893859,126.9677562,기타,기타
2024121134,0,0,경기도 안양시,37.36429608,126.9588426,기타,기타
2025100001,2.49,4.85,호계1동,37.36740118,126.9507356,있음,있음
2024121135,1.91,5.84,호계1동,37.3763804,126.960047,있음,있음
2025100002,2.94,12.58,호계1동,37.36795715,126.951839,있음,있음
2025100003,1.98,9.24,호계1동,37.36646244,126.9520998,있음,있음
2025100004,2.92,10.37,호계1동,37.36755802,126.9523794,있음,있음
2025100005,3.03,9.27,호계1동,37.36747398,126.9523693,있음,있음
2025100006,2.95,11.42,호계1동,37.36749155,126.9522626,있음,있음
2025100007,2.98,9.25,호계1동,37.36758644,126.9522582,있음,있음
2024121136,2.03,5.06,안양2동,37.40275653,126.9153186,,
2024121137,6.71,13.76,안양3동,37.40268972,126.9156935,,
2024121138,2.8,5.09,안양3동,37.40259396,126.91521,,
2024121139,2.28,4.17,안양3동,37.40260132,126.9154635,,
2024121140,5.7,6.39,안양3동,37.40117303,126.9192358,,
2024121141,5.02,6.34,안양2동,37.40149313,126.9194037,,
2024121142,20.67,26.6,안양3동,37.40133023,126.9193186,,
2024121143,6.87,8.78,안양3동,37.40067747,126.9196476,,
2024121144,2.34,6.09,안양3동,37.40261293,126.9157974,,
2024121145,3.09,4.47,안양3동,37.40100338,126.912894,,
2024121146,7.06,8.58,안양3동,37.40006045,126.9127221,,
2024121147,3.98,5.05,안양3동,37.40010385,126.9129105,,
2024121148,7.22,13.49,박달동,37.40261969,126.9129572,,
2024121149,4.61,10.84,박달동,37.40156488,126.9110594,,
2024121150,2.65,8.24,박달동,37.40269485,126.9125666,,
2024121151,3.11,6.87,박달동,37.40253196,126.9128498,,
2024121152,2.77,7.06,안양2동,37.40270648,126.9133641,,
2024121153,11.51,13.99,안양2동,37.40914569,126.915618,,
2024121154,12.24,13.77,안양2동,37.40787881,126.9166807,,
2024121155,7.47,7.62,안양2동,37.40933045,126.9183229,,
2024121156,10.37,12.8,안양2동,37.40540759,126.9187278,,
2024121157,13.21,15.95,안양2동,37.40526724,126.9188644,,
2024121158,7.6,9.03,안양2동,37.40685046,126.9145264,,
2024121159,11.19,19.27,박달동,37.40794194,126.9111327,,
2024121160,7.53,8.1,안양2동,37.40700266,126.9148135,,
2024121161,12.64,25.05,안양2동,37.40837039,126.9134748,,
2024121162,7.26,11.03,석수2동,37.40912828,126.9106563,,
2024121163,7.9,12.87,석수2동,37.40955331,126.9122319,,
2024121164,18.57,22.85,석수2동,37.40974399,126.9123319,,
2024121165,13.79,17.8,석수2동,37.40968633,126.912615,,
2024121166,4.47,5.49,석수1동,37.41981926,126.9270803,,
2024121167,4.62,6.62,석수1동,37.4198546,126.9273644,,
2024121168,4.78,6.4,석수1동,37.41970832,126.9257966,,
2024121169,5.57,14.17,석수1동,37.41989577,126.927207,,
2024121170,6.29,6.99,석수1동,37.41948577,126.9248589,,
2024121171,5.55,6.21,석수1동,37.41893618,126.922992,,
2024121172,5.7,6.77,석수1동,37.41888046,126.9228047,,
2024121173,3.55,12.28,석수1동,37.41843425,126.9212243,,
2024121174,6.52,10.15,석수1동,37.41855135,126.9204985,,
2024121175,5.06,6.51,석수1동,37.41848321,126.9204273,,
2024121176,6.8,9.11,석수1동,37.41886156,126.922934,,
2024121177,8.54,9.44,석수1동,37.41701433,126.9166769,,
2024121178,9.06,10.86,안양2동,37.41555172,126.9176718,,
2024121179,9.93,10.1,안양2동,37.41568789,126.9172793,,
2024121180,4.75,6.9,석수1동,37.41772842,126.9176947,,
2024121181,5.99,6.49,석수1동,37.41763639,126.9176811,,
2024121182,6.08,12.14,안양2동,37.41733793,126.9178487,,
2024121183,6.4,8.04,안양2동,37.4174917,126.9179225,,
2024121184,4.55,5.27,석수1동,37.41968411,126.9172785,,
2024121185,17.56,18.5,비산1동,37.40154369,126.928592,,
2024121186,7.01,7.11,비산1동,37.40061143,126.9298279,,
2024121187,9.99,11.34,안양1동,37.40020811,126.9206237,,
2024121188,10.73,11.81,안양2동,37.40470364,126.9240647,,
2024121189,7.06,9.21,안양1동,37.40044269,126.9242355,,
2024121190,11.18,12.89,안양1동,37.400866,126.9218769,,
2024121191,14.37,14.92,안양1동,37.40225822,126.9214135,,
2024121192,11.49,12.67,안양2동,37.40365182,126.9201886,,
2024121193,9.63,9.69,안양2동,37.40406358,126.9218991,,
2024121194,7.4,7.89,안양2동,37.40442332,126.9222367,,
2024121195,21.18,25.98,안양1동,37.40017782,126.9202861,,
2024121196,4.56,4.57,안양1동,37.40103172,126.9227142,,
2024121197,2.87,3.39,안양1동,37.40100243,126.9226606,,
2024121198,6.48,7.02,안양1동,37.40302041,126.9222916,,
2024121199,4.98,9.08,안양1동,37.40242493,126.9226883,,
2024121200,2.55,2.59,안양2동,37.40243723,126.921365,,
2024121201,7.71,8.25,안양1동,37.40217779,126.9229561,,
2024121202,6.77,7.37,안양1동,37.40062555,126.9242724,,
2024121203,7.16,8.59,안양1동,37.40126888,126.9222862,,
2024121204,5.95,9.11,안양1동,37.40063495,126.9241133,,
2024121205,3.79,5.3,안양2동,37.40271942,126.9211066,,
2024121206,6.72,7.25,안양1동,37.40153402,126.9234847,,
2024121207,4.12,7.16,안양1동,37.40225438,126.9216164,,
2024121208,8.03,9.43,안양1동,37.40125246,126.9237238,,
2024121209,6.05,6.76,안양1동,37.40173706,126.9217644,,
2024121210,6.89,11.1,석수1동,37.41601199,126.9136,,
2024121211,5.49,6.4,석수2동,37.41661836,126.9079013,,
2024121212,4.21,5.4,석수2동,37.41958524,126.908117,,
2024121213,6.49,7.57,석수2동,37.41521226,126.908996,,
2024121214,11.54,15.08,석수2동,37.41657517,126.9069942,,
2024121215,4.75,5.61,석수2동,37.41605061,126.9068541,,
2024121216,4.6,5.67,석수2동,37.41597813,126.908295,,
2024121217,7.01,7.68,석수2동,37.41607532,126.90828,,
2024121218,6.92,7.9,석수2동,37.41647414,126.9079701,,
2024121219,12.47,14.9,석수2동,37.41753751,126.9087832,,
2024121220,6.94,8.05,석수2동,37.41681129,126.9076629,,
2024121221,5.69,6.92,석수2동,37.41669707,126.9069649,,
2024121222,12.09,15.64,석수2동,37.4169797,126.9077607,,
2024121223,12.43,14.44,석수2동,37.41786463,126.9094064,,
2024121224,7.69,22.69,석수2동,37.41665189,126.9067785,,
2024121225,7.39,14.03,석수2동,37.41618085,126.9067161,,
2024121226,17.12,21.68,석수2동,37.41624798,126.9069795,,
2024121227,6.09,6.43,석수2동,37.41618985,126.9081834,,
2024121228,4.67,5.55,석수2동,37.41647243,126.9078809,,
2024121229,9.54,22.58,석수2동,37.41885127,126.9069101,,
2024121230,4.89,6.15,석수1동,37.41870673,126.9097672,,
2024121231,10.46,11.22,석수1동,37.41896192,126.9095195,,
2024121232,5.93,6.02,석수1동,37.41917697,126.9098152,,
2024121233,4.17,6.02,석수1동,37.42011077,126.9295534,,
2024121234,8.71,9.02,석수1동,37.42016107,126.9273092,,
2024121235,5.41,11.53,석수1동,37.42006105,126.9288209,,
2024121236,7.49,15.35,석수1동,37.42015247,126.9296954,,
2024121237,4.39,4.6,석수1동,37.42068415,126.9173178,,
2024121238,6.52,12.41,석수1동,37.42477513,126.9131944,,
2024121239,10.63,18.75,석수1동,37.42425377,126.9131016,,
2024121240,7.15,13.94,석수1동,37.42441607,126.9130296,,
2024121241,3.27,8.65,석수1동,37.42439471,126.9132729,,
2024121242,15.8,17.67,석수1동,37.42311844,126.9121267,,
2024121243,14.55,15.92,석수1동,37.42204864,126.9110615,,
2024121244,9.86,10.09,석수1동,37.42190879,126.9110676,,
2024121245,6.26,7.07,석수1동,37.4215587,126.9118455,,
2024121246,16.51,17.02,석수1동,37.42272821,126.9118584,,
2024121247,5.96,6.49,석수1동,37.42083672,126.9113324,,
2024121248,6.93,6.95,석수1동,37.42281609,126.9087979,,
2024121249,5.56,5.68,석수1동,37.42272181,126.9087591,,
2024121250,6.13,6.75,석수1동,37.42240183,126.9082984,,
2024121251,6.89,7.38,석수1동,37.42251918,126.90838,,
2024121252,5.39,5.95,석수1동,37.42205227,126.9077503,,
2024121253,7.23,8.98,석수1동,37.42241764,126.9074293,,
2024121254,21.47,27.43,석수1동,37.42482753,126.9055113,,
2024121255,20.52,34.69,석수1동,37.4247131,126.9059056,,
2024121256,2.48,3.13,석수1동,37.42116103,126.9086877,,
2024121257,13.94,14.05,석수1동,37.42105787,126.9087252,,
2024121258,29.16,30.7,석수1동,37.4207833,126.9086337,,
2024121259,5.82,6.27,석수1동,37.42093666,126.9088873,,
2024121260,17.06,22.59,석수2동,37.42231988,126.9062038,,
2024121261,10.06,14.88,석수2동,37.42208311,126.9061668,,
2024121262,7.46,7.67,석수1동,37.42070486,126.9083825,,
2024121263,8.97,19.87,석수2동,37.42066879,126.9070162,,
2024121264,5.67,6.81,석수2동,37.42048593,126.9072847,,
2024121265,5.84,7.1,석수1동,37.42134123,126.9083868,,
2024121266,4.03,5.48,석수2동,37.42491593,126.9047655,,
2024121267,7.56,9.57,석수2동,37.42740823,126.9019036,,
2024121268,5.6,10.51,석수2동,37.42750397,126.9019829,,
2024121269,7.51,9.17,석수2동,37.42758982,126.9018638,,
2024121270,5.21,8.39,석수2동,37.42895471,126.9031692,,
2024121271,7.47,11.25,석수2동,37.42873473,126.9016271,,
2024121272,5.81,10.61,석수2동,37.42972963,126.9013477,,
2024121273,7.65,9.62,석수2동,37.42847864,126.9016812,,
2024121274,7.43,9.48,석수2동,37.42964103,126.9014575,,
2024121275,5.31,9.34,석수2동,37.42972446,126.9015289,,
2024121276,8.71,17.88,석수2동,37.42878856,126.9030816,,
2024121277,7.75,12.57,석수2동,37.4285354,126.9008374,,
2024121278,8.48,18.06,석수2동,37.42862687,126.9017712,,
2024121279,7.99,14.29,석수2동,37.42861022,126.9015423,,
2024121280,7.62,9.11,석수2동,37.42688586,126.9004208,,
2024121281,7.6,9.19,석수2동,37.42983595,126.9014198,,
2024121282,6.89,8.5,석수2동,37.42591949,126.9033056,,
2024121283,6.58,6.92,석수2동,37.42570913,126.9036674,,
2024121284,12,12.92,석수2동,37.42682882,126.9016633,,
2024121285,0,0,경기도 안양시,37.37822647,126.9672193,기타,기타
2024121286,0,0,경기도 안양시,37.3750835,126.9680424,기타,기타
2024121287,0,0,경기도 안양시,37.37974935,126.9665499,기타,기타
2024121288,7.28,14.14,비산3동,37.40389687,126.9470239,,
2024121289,7.15,9.42,비산3동,37.40423625,126.9452949,,
2024121290,10.11,15.55,비산3동,37.4036783,126.9453141,,
2024121291,9.54,13.46,비산3동,37.40377346,126.9455736,,
2024121292,2.77,9.09,비산3동,37.4037143,126.9471923,,
2024121293,5.82,16.76,비산3동,37.40390452,126.9459304,,
2024121294,7.43,15.07,비산3동,37.40350446,126.9492797,,
2024121295,12.63,24.76,비산3동,37.4042485,126.9495594,,
2024121296,7.91,18.79,비산3동,37.40407042,126.9497015,,
2024121297,10.41,33.09,비산3동,37.40386934,126.9494242,,
2024121298,10.08,12.43,비산3동,37.40106135,126.9454995,,
2024121299,9.65,13.9,비산3동,37.40164556,126.9458497,,
2024121300,11.15,13.92,비산3동,37.40226262,126.9462206,,
2024121301,6.76,8.45,비산3동,37.40240066,126.9461247,,
2024121302,13.81,19.92,박달동,37.40457191,126.8928257,,
2024121303,11.37,17.28,박달동,37.40490439,126.8913967,,
2024121304,17.47,19.3,박달동,37.40408799,126.8853474,,
2024121305,0,0,경기도 안양시,37.37693649,126.9669046,기타,기타
2024121306,0,0,경기도 안양시,37.37534498,126.9674889,기타,기타
2024121307,0,0,경기도 안양시,37.37626321,126.9654967,기타,기타
2024121308,0,0,경기도 안양시,37.37765738,126.965222,기타,기타
2024121309,3.69,8.18,인덕원동,37.39488845,126.9709799,있음,있음
2024121310,0,0,경기도 안양시,37.39474451,126.9759391,기타,기타
2024121311,3.03,8.14,호계1동,37.37661356,126.9600224,있음,있음
2024121312,3.3,9.1,포일동,37.39415467,126.9858282,,
2024121313,4,8.4,포일동,37.39257093,126.9858187,,
2024121314,2.4,15.9,포일동,37.3934428,126.9854583,,
2024121315,4,6,포일동,37.39673293,126.9827237,,
2024121316,2.9,13.7,포일동,37.39536011,126.9844737,,
2024121317,2.4,9.2,포일동,37.39632782,126.9819291,,
2024121318,0,0,경기도 안양시,37.39360362,126.9798317,기타,기타
2024121319,0,0,경기도 안양시,37.38418979,126.9724426,기타,기타
2024121320,0,0,경기도 안양시,37.39340921,126.9798668,기타,기타
2024121321,0,0,경기도 안양시,37.38047287,126.9711986,기타,기타
2024121322,0,0,경기도 안양시,37.37598056,126.966264,기타,기타
2024121323,0,0,경기도 안양시,37.43585151,126.9030188,기타,기타
2024121324,0,0,경기도 안양시,37.3779746,126.9676022,기타,기타
2024121325,0,0,경기도 안양시,37.39469786,126.975521,기타,기타
2024121326,0,0,경기도 안양시,37.37948942,126.9705706,기타,기타
2024121327,0,0,경기도 안양시,37.37596404,126.9661517,기타,기타
2024121328,0,0,경기도 안양시,37.37708034,126.9691642,기타,기타
2024121329,0,0,경기도 안양시,37.37949646,126.9681165,기타,기타
2024121330,3.44,9.84,석수1동,37.41595254,126.9135189,,
2024121331,7.07,9.49,석수2동,37.41585946,126.9111122,,
2024121332,5.03,5.04,석수1동,37.41686635,126.9131806,,
